Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-pampa_ncats,tdc-approved_pampa_ncats,tdc-hia_hou,tdc-pgp_broccatelli,tdc-bioavailability_ma,tdc-vdss_lombardo,tdc-cyp2c19_veith,tdc-cyp2d6_veith,tdc-cyp3a4_veith,tdc-cyp1a2_veith,tdc-cyp2c9_veith,tdc-cyp2c9_substrate_carbonmangels,tdc-cyp2d6_substrate_carbonmangels
C=C1C[C@H](C)[C@@H]2[C@@H]3Cc4ccc(O)cc4[C@]2(CCN3CC2CCC2)C1,,,,,,,,,,,,,,,1.0,,
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,,,,,,,,,,,,,,,0.0,,
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,,,,,,,,,,,,,,0.0,,
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,,,,,,,,,,,,,,0.0,,
C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,,,,,,,,,,,,,,,0.0,,
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,,,,,,,,,,,,,,0.0,,0.0
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,,,,,,,,,,,,,,0.0,,
C=CC,,,,,,,,,,,,,,,1.0,,
C=CC#N,,,,,,,,,,,,,,,1.0,,
C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,,,,,,,,,,,,,,,0.0,,
C=CC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/O)c3csc(N)n3)C2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)C2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\O)c3csc(N)n3)[C@@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NO)c3csc(N)n3)[C@@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@@H]2SC1,,,,,,,,,,,,,,,0.0,,
C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,0.0,,
C=CC1CN2CCC1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,,,,,,,,,,,,,,,1.0,,
C=CC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,,,,,,,,,,1.0,,
C=CC=C,,,,,,,,,,,,,,,1.0,,
C=CCC1(C(C)CCCC)C(=O)NC(=O)N(C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1(C[C@H](C)O)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,,,,,,,,,,,,,,,0.0,,
C=CCC1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@@H](C)CC)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@@H](C)CCC)C(=O)NC(=S)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@@H]2C=CCCC2)C(=O)NC(=S)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@H](C)CCC)C(=O)NC(=S)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1([C@H]2C=CCCC2)C(=O)NC(=S)NC1=O,,,,,,,,,,,,,,,1.0,,
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,,,,,,,,,,,,,,0.0,,
C=CCCCCCC,,,,,,,,,,,,,,,1.0,,
C=CCCCCCCC,,,,,,,,,,,,,,,1.0,,
C=CCCCCCCCC,,,,,,,,,,,,,,,1.0,,
C=CCN1C(=O)O[C@@H](C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CCN1C(=O)O[C@H](C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CCN1C(=O)[C@@H](CC(C)C)NC1=S,,,,,,,,,,,,,,,1.0,,
C=CCN1C(=O)[C@H](CC(C)C)NC1=S,,,,,,,,,,,,,,,1.0,,
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2C(C)(O)CCC)C1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23c4c5ccc(O)c4O[C@@H]2C(=O)CCC3(O)C1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC23c4c5ccc(O)c4O[C@H]2C2(OC)C=CC3(C[C@@H]2C(C)(O)CCC)C1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,,,,,,,,,,,,,,,1.0,,
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,,,,,,,,,,,,,,,1.0,,
C=CCN1CC[C@@]23CCCC[C@H]2[C@@H]1Cc1ccc(O)cc13,,,,,,,,,,,,,,,1.0,,
C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CC[C@]23CCCC[C@@H]2[C@H]1Cc1ccc(O)cc13,,,,,,,,,,,,,,,1.0,,
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@]3(O)[C@H]1C5,,,,,,,,,,,,,,,1.0,,
C=CCN1CCc2nc(N)sc2CC1,,,,,,,,,,,,,,,1.0,,
C=CCN1C[C@@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,,,,,,,,,,,,,,,1.0,,
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21,,,,,,,,,,,,,,,1.0,,
C=CCOc1ccc(CC(=O)O)cc1Cl,,,,,,,,,,,,,,,0.0,,
C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,,,,,,,,,,,,,,0.0,,
C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,,,,,,,,,,,,,,0.0,,
C=CCSCC(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,,,,,,,,,,,,,,,0.0,,
C=CC[C@@H](N)Cc1ccccc1,,,,,,,,,,,,,,,1.0,,
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,,,,,,,,,,,,,0.0,,
C=CC[C@H](N)Cc1ccccc1,,,,,,,,,,,,,,,1.0,,
C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,,,,,,,,,,,,,,,1.0,,
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,,,,,,,,,,,,,,,0.0,,
C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1O,,,,,,,,,,,,,,,0.0,,
C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O,,,,,,,,,,,,,,,1.0,,
C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(CC1CC1)CC2,,,,,,,,,,,,,,,1.0,,
C=COCCCCOC=C,,,,,,,,,,,,,,,1.0,,
C=C[C@@H](N)CCC(=O)O,,,,,,,,,,,,,,,1.0,,
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=C[C@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,,1.0,,
C=Cc1c2[nH]c(c1C)C=C1N=C(C=c3[nH]c(c(CCC(=O)O)c3C)=Cc3[nH]c(c(C)c3CCC(=O)OC)C2)C2(C)C1=CC=C(C(=O)OC)C2C(=O)OC,,,,,,,,,,,,,,,0.0,,
C=N[C@@H](C(=O)N[C@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O)c1ccccc1,,,,,,,,,,,,,,,0.0,,
C=N[C@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1,,,,,,,,,,,,,,,0.0,,
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,,,,,,,,,,,,,,,0.0,,1.0
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,,,,,,,,,,,,,,,0.0,,
CC#CCC(C)C(O)/C=C/C1C(O)CC2C/C(=C/CCCC(=O)OCC(=O)c3ccccc3)CC21,,,,,,,,,,,,,,,0.0,,
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,,,,,,,,,,,,0.0,,
CC(/C=C/C(C)C(C)(C)O)C1CCC2/C(=C/C=C3CC(O)CC(O)C3)CCCC21C,,,,,,,,,,,,,,,0.0,,
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,,,,,,,,,,,,,,,0.0,,
CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,1.0,,
CC(=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,1.0,,
CC(=C(CCOC(=O)c1ccccc1)SSC(CCOC(=O)c1ccccc1)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,1.0,,
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,1.0,,
CC(=C1CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,1.0,,
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,,,,,,,,,,,,,,,0.0,,
CC(=CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,,,,,,,,,,,,,,,1.0,,
CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,,,,,,,,,,,,,,,0.0,,
CC(=N)N1CC[C@@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)/C=C/c1cccs1,,,,,,,,,,,,,,,1.0,,
CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O,,,,,,,,,,,,,,,0.0,,
CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1(O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,,,,,,,,,,,,,,,0.0,,
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,,,,,,,,,,,,,,,0.0,,
CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1=C(O)C2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)CC2C(N)C1=O,,,,,,,,,,,,,,,0.0,,
CC(=O)C1=C(O)[C@]2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)C[C@H]2[C@H](N)C1=O,,,,,,,,,,,,,,,0.0,,
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,,,,,,,,,,,,,,,0.0,,
CC(=O)C1CCC2C3CC(O)C45CC4CCC5(C)C3CCC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)CC(=O)C12OC(C)(C)OC1CC1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,,,,,,,,,,,,,,,1.0,,
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,,,,,,,,,,,,,,,0.0,,
CC(=O)Cn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O,,,,,,,,,,,,,,,1.0,,
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,,,,,,,,,,,,,,,0.0,,
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,,,,,,,,,,,,,,,0.0,,
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@H](O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)[C@@H](CN2CC[C@H](O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,,,,,,,,,,,,,,,1.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@H](O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc([S+](C)[O-])cc2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccc([S+](C)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccccc2)C(CN2CCC(O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@H](O)C2)C1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,,,,,,,,,,,,,,,1.0,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(c2ccc(OCC3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,,,,,,,,,,1.0,,
CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,,,,,,,,,,0.0,,
CC(=O)N1CCN(c2ccc(OC[C@H]3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,,,,,,,,,,0.0,,
CC(=O)NC(C=O)C(O)C(O)C(O)CO,,,,,,,,,,,,,,,0.0,,
CC(=O)NC(CS)C(=O)O,,,,,,,,,,,,,,,0.0,,
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,,,,,,,,,,,,,,,0.0,,
CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(COS(=O)(=O)O)C(O)C(O)C2O)C1O,,,,,,,,,,,,,,,0.0,,
CC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,,,,,,,,,,,,,,,1.0,,
CC(=O)NCCCC(NC(C)=O)C(=O)O,,,,,,,,,,,,,,,1.0,,
CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,,,,,,,,,,,,,,,1.0,,
CC(=O)NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,0.0,,
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,,,,,,,,,,,,,,,1.0,,
CC(=O)N[C@H](CCC(N)=O)C(=O)O,,,,,,,,,,,,,,,1.0,,
CC(=O)N[C@H]1[C@@H]([C@@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@H]1N=C(N)N,,,,,,,,,,,,,,,0.0,,
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,,,,,,,,,,,,,,,0.0,,
CC(=O)Nc1cc(C(=O)O)c(I)c(NC(C)=O)c1I,,,,,,,,,,,,,,,0.0,,
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,,,,,,,,,,,,,,,1.0,,0.0
CC(=O)Nc1ccc(C=NNC(N)=S)cc1,,,,,,,,,,,,,,,0.0,,
CC(=O)Nc1ccc(OC(=O)C2CCC(=O)N2)cc1,,,,,,,,,,,,,,,1.0,,
CC(=O)Nc1ccc(OC(=O)[C@H]2CCC(=O)N2)cc1,,,,,,,,,,,,,,,1.0,,
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,,,,,,,,,,,,,,,1.0,,
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,,,,,,,,,,,,,,,0.0,,
CC(=O)OC(C)C,,,,,,,,,,,,,,,1.0,,
CC(=O)OC(C)C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OC(C)C[N+](C)(C)C,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1(C(C)=O)CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,,,,,,,,,,,,,,,1.0,,
CC(=O)OC1C=CC(C)=CCC(O)C=CC(C)=CC(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)/C1=C(/CCC=C(C)C)C(=O)O,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2,,,,,,,,,,,,,,,1.0,,
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,,,,,,,,,,,,,,,0.0,,
CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2(Br)C1,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=Cc5c(cnn5-c5ccccc5)CC4(C)C3C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,0.0,,
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)CCC2C3CC(Cl)C4=CC(=O)C=CC4(C)C3C(=O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,,,,,,,,,,,1.0,,
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,,,,,,,,,,,,,,1.0,,
