chembl,indication,max_phase,status,smiles,canonical_smiles,drug_id,drug_id_type,cell_line,IC50,EC50,AUC,confidence,data_set
CHEMBL491473,EFO_0000702,2,Terminated,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,BRD-K86930074,Broad_ID,NCI-H1341,5.541,5.541,0.6951,0.9129,CTRP
CHEMBL3301610,EFO_0000305,4,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,CAL120_BREAST,2.369352188,2.039233796,0.8894128241,0.5281579289,PRISM
CHEMBL3301610,EFO_0000305,4,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,CAL51_BREAST,1.533083806,1.22207443,0.8593634934,0.6056539506,PRISM
CHEMBL3301610,EFO_0000305,4,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,HDQP1_BREAST,2.330281755,2.050476087,0.8758826953,0.6627175415,PRISM
CHEMBL3301610,EFO_0000305,4,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,HMC18_BREAST,0.7162560548,0.7390005905,0.7258239783,0.5265212436,PRISM
CHEMBL3301610,EFO_0000305,4,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,HMC18_BREAST,0.6406557336,0.2116640305,0.7239550895,0.7422766833,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,768073,NCI-60 NSC,TK-10,5.954,5.954,0.5448,0.7329,NCI-60
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,768073,NCI-60 NSC,CAKI-1,5.779,5.779,0.5873,0.9344,NCI-60
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KMRC20_KIDNEY,1.375691727,1.100446179,0.8486701975,0.6142632725,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,OSRC2_KIDNEY,0.28435314,0.2340523785,0.6364471255,0.7514264062,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,CAKI1_KIDNEY,0.7878811567,0.5158430376,0.830345488,0.2504774682,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,OSRC2_KIDNEY,0.3401229974,0.232308986,0.7045207428,0.8213156487,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KMRC20_KIDNEY,1.855039342,0.9713164971,0.8420313191,0.69195518,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KMRC3_KIDNEY,0.514174799,0.2577443486,0.7327350987,0.8763399379,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,CAKI1_KIDNEY,1.969171742,0.8116898944,0.8660849232,0.6583028428,PRISM
CHEMBL3301610,EFO_0000349,1,Recruiting,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KMRC1_KIDNEY,1.359433295,1.134118284,0.8021699087,0.8154489529,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,768073,NCI-60 NSC,SNB-75,5.678,5.678,0.6035,0.8009,NCI-60
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,768073,NCI-60 NSC,SF-295,5.56,5.56,0.6272,0.7072,NCI-60
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,A172_CENTRAL_NERVOUS_SYSTEM,0.8194903955,0.6518984937,0.8143387389,0.2748880341,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,8MGBA_CENTRAL_NERVOUS_SYSTEM,2.183225971,1.642743644,0.8630257245,0.2839709343,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,SF126_CENTRAL_NERVOUS_SYSTEM,0.8443216904,1.347003152,0.7591852891,0.7845239357,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,GMS10_CENTRAL_NERVOUS_SYSTEM,3.566690173,2.439523013,0.9039281346,0.3254811232,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,SNU1105_CENTRAL_NERVOUS_SYSTEM,0.3690055353,0.2884247761,0.6986522333,0.7400192331,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KNS81_CENTRAL_NERVOUS_SYSTEM,1.943795515,0.8901073019,0.7947649707,0.6252677809,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KNS42_CENTRAL_NERVOUS_SYSTEM,0.9473204459,0.5117407338,0.8339408564,0.6470829206,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KALS1_CENTRAL_NERVOUS_SYSTEM,2.543701437,2.203554556,0.8801804552,0.2762483302,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,YKG1_CENTRAL_NERVOUS_SYSTEM,3.245466622,2.996968241,0.8897494863,0.2956373615,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,YH13_CENTRAL_NERVOUS_SYSTEM,2.336485477,1.687676343,0.8910030687,0.3061871322,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,42MGBA_CENTRAL_NERVOUS_SYSTEM,2.840724735,2.397318445,0.8911768027,0.3790932106,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,GOS3_CENTRAL_NERVOUS_SYSTEM,5.148068655,1.542985549,0.8953195235,0.4111356341,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,LN229_CENTRAL_NERVOUS_SYSTEM,1.055003319,0.6984784412,0.81935434,0.6406516203,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,T98G_CENTRAL_NERVOUS_SYSTEM,1.301220375,1.170731361,0.7893467891,0.735416533,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,GB1_CENTRAL_NERVOUS_SYSTEM,2.099640506,1.580457009,0.8508788804,0.4274817954,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,LN18_CENTRAL_NERVOUS_SYSTEM,0.8221165859,0.6360293828,0.7738277988,0.6082739,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,KNS60_CENTRAL_NERVOUS_SYSTEM,2.917023692,2.477640091,0.8963654096,0.323325667,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,DKMG_CENTRAL_NERVOUS_SYSTEM,3.72799683,2.374553505,0.9114689494,0.3364437837,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,SNU466_CENTRAL_NERVOUS_SYSTEM,1.099689341,0.3205631628,0.8022640159,0.6245395469,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,A172_CENTRAL_NERVOUS_SYSTEM,4.127403154,3.66344342,0.9034140221,0.4902515116,PRISM
CHEMBL3301610,EFO_0000519,2,"Active, not recruiting",CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,LN18_CENTRAL_NERVOUS_SYSTEM,2.427207867,1.671025732,0.8950958688,0.4705790019,PRISM
CHEMBL1946170,EFO_0000389,2,Terminated,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,763932,NCI-60 NSC,SK-MEL-28,5.186,5.216,0.6954,0.9999,NCI-60
CHEMBL3581647,EFO_0000519,2,Terminated,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,BRD-K43471985-001-03-0,broad_id,8MGBA_CENTRAL_NERVOUS_SYSTEM,0.4292056371,0.3582152626,0.6954147376,0.7539833644,PRISM
CHEMBL2336325,EFO_0000702,2,Terminated,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,BRD-K99113996-001-02-0,broad_id,NCIH446_LUNG,0.4449949094,0.4038725977,0.695939638,0.6057221054,PRISM
CHEMBL535,EFO_0000519,2,Terminated,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,750690,NCI-60 NSC,SNB-75,5.179,5.179,0.696,0.9199,NCI-60
CHEMBL1976040,EFO_0000702,2,Terminated,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,BRD-K54256913,Broad_ID,NCI-H446,6.094,6.164,0.6964,0.9736,CTRP
CHEMBL481,EFO_0000702,2,Terminated,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,BRD-K08547377-394-03-5,broad_id,COLO668_LUNG,0.4100048272,0.3997521701,0.6976253525,0.476768234,PRISM
CHEMBL502835,EFO_0000702,2,Withdrawn,COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,BRD-K49075727,Broad_ID,SW-1271,5.517,5.517,0.6983,0.9587,CTRP
CHEMBL3301610,EFO_0000519,2,Withdrawn,CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,BRD-K33622447-066-01-9,broad_id,SNU1105_CENTRAL_NERVOUS_SYSTEM,0.3690055353,0.2884247761,0.6986522333,0.7400192331,PRISM
CHEMBL34259,EFO_0000389,1,Terminated,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,BRD-A55424491-001-19-9,broad_id,SKMEL5_SKIN,0.3717558944,0.3542677816,0.6986639475,0.34480136,PRISM
CHEMBL1421,EFO_0000519,2,Withdrawn,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,BRD-K49328571-001-15-0,broad_id,KALS1_CENTRAL_NERVOUS_SYSTEM,0.531471015,0.5235887434,0.6991646793,0.6689915066,PRISM
CHEMBL34259,EFO_0000389,1,Terminated,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,BRD-A55424491-001-19-9,broad_id,HS944T_SKIN,0.460120965,0.4530066126,0.6992188728,0.6250521193,PRISM
CHEMBL1976040,EFO_0000702,2,Terminated,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,BRD-K54256913-001-08-7,broad_id,NCIH1048_LUNG,0.4738876783,0.4102075254,0.6995509568,0.825658301,PRISM
CHEMBL2336325,EFO_0000503,2,Terminated,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,BRD-K99113996-001-02-0,broad_id,IM95_STOMACH,0.4122600252,0.3946075153,0.7002705487,0.560872269,PRISM
CHEMBL1173655,EFO_0000702,2,Withdrawn,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,BRD-K66175015,Broad_ID,NCI-H1694,5.576,5.584,0.7008,0.93,CTRP
CHEMBL1421,EFO_0000708,2,Terminated,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,BRD-K49328571-001-15-0,broad_id,EBC1_LUNG,0.5359390649,0.5137643399,0.7010794998,0.7202547504,PRISM
CHEMBL483254,EFO_0000519,2,Withdrawn,Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,BRD-K02130563-001-11-4,broad_id,T98G_CENTRAL_NERVOUS_SYSTEM,0.4393373207,0.4191275032,0.7015648461,0.6746986052,PRISM
CHEMBL34259,EFO_0000389,1,Terminated,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,BRD-A55424491-001-19-9,broad_id,IPC298_SKIN,0.4776209858,0.4692847587,0.7020825955,0.6549074562,PRISM
CHEMBL1976040,EFO_0000702,2,Terminated,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,BRD-K54256913,Broad_ID,NCI-H841,5.955,6.029,0.7025,0.9957,CTRP
CHEMBL553,EFO_0000571,1,Terminated,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,BRD-K70401845-003-09-6,broad_id,CORL105_LUNG,0.5819837872,0.5585319831,0.702580045,0.8167688913,PRISM
CHEMBL553025,EFO_0000571,2,Terminated,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,BRD-K69280563-001-01-8,broad_id,NCIH2009_LUNG,0.2289600107,0.2088855503,0.7030388055,0.6132091666,PRISM
CHEMBL481,EFO_0000519,2,Terminated,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,BRD-K08547377-001-04-4,broad_id,SF126_CENTRAL_NERVOUS_SYSTEM,2.881035131,0.2818156986,0.7032440106,0.2799755463,PRISM
CHEMBL34259,EFO_0000389,1,Terminated,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,BRD-A55424491-001-19-9,broad_id,MELJUSO_SKIN,0.4328486262,0.41754587,0.7033768914,0.5445008461,PRISM
