,chembl,indication,passed_phase_1,passed_phase_2,passed_phase_3,smiles
4033,CHEMBL1289926,EFO_0004198,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4034,CHEMBL1289926,EFO_0004243,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4035,CHEMBL1289926,EFO_0004252,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4036,CHEMBL1289926,EFO_0007143,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4037,CHEMBL1289926,EFO_0008550,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4038,CHEMBL1289926,EFO_0009708,Unknown,Not tested,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4039,CHEMBL1289926,EFO_1000131,False,Not tested,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4040,CHEMBL1289926,EFO_1000508,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4041,CHEMBL1289926,EFO_1000796,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4042,CHEMBL1289926,EFO_1001465,Unknown,Not tested,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4043,CHEMBL1289926,EFO_1001513,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4044,CHEMBL1289926,EFO_1001951,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4045,CHEMBL1289926,EFO_1001968,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4046,CHEMBL1289926,MONDO_0000544,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4047,CHEMBL1289926,MONDO_0001056,False,Not tested,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4048,CHEMBL1289926,MONDO_0002367,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4049,CHEMBL1289926,MONDO_0004669,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4050,CHEMBL1289926,MONDO_0005575,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4051,CHEMBL1289926,MONDO_0008315,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4052,CHEMBL1289926,MONDO_0011719,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4053,CHEMBL1289926,MONDO_0011962,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4054,CHEMBL1289926,MONDO_0016238,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4055,CHEMBL1289926,MONDO_0021117,True,False,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4056,CHEMBL1289926,MONDO_0021640,Unknown,Not tested,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4057,CHEMBL1289926,MONDO_0024880,True,Unknown,Not tested,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1
4058,CHEMBL1294,EFO_0003758,True,False,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4059,CHEMBL1294,EFO_0004197,Unknown,Not tested,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4061,CHEMBL1294,EFO_1001249,False,Not tested,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4062,CHEMBL1294,EFO_1001413,False,Not tested,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4063,CHEMBL1294,HP_0002019,False,Not tested,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4064,CHEMBL1294,MONDO_0002009,True,False,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4065,CHEMBL1294,MONDO_0002050,True,False,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4067,CHEMBL1294,MONDO_0005277,True,False,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4068,CHEMBL1294,MONDO_0100096,Unknown,Not tested,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4069,CHEMBL1294,MONDO_0100234,True,Unknown,Not tested,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
4070,CHEMBL13,EFO_0000266,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4071,CHEMBL13,EFO_0000274,Unknown,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4075,CHEMBL13,EFO_0000676,False,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4076,CHEMBL13,EFO_0000764,Unknown,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4081,CHEMBL13,EFO_0003917,True,Unknown,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4082,CHEMBL13,EFO_0004278,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4083,CHEMBL13,EFO_0004287,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4084,CHEMBL13,EFO_0005306,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4086,CHEMBL13,EFO_0009321,Unknown,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4087,CHEMBL13,EFO_0009492,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4088,CHEMBL13,EFO_1000645,True,Unknown,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4089,CHEMBL13,EFO_1002000,Unknown,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4090,CHEMBL13,HP_0004308,True,Unknown,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4091,CHEMBL13,MONDO_0001298,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4093,CHEMBL13,MONDO_0008300,True,Unknown,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4094,CHEMBL13,Orphanet_79292,False,Not tested,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4095,CHEMBL13,Orphanet_848,True,False,Not tested,COCCc1ccc(OCC(O)CNC(C)C)cc1
4096,CHEMBL1303,EFO_0000712,True,False,Not tested,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
4097,CHEMBL1303,EFO_0003843,True,Unknown,Not tested,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
4098,CHEMBL1303,EFO_0003890,True,Unknown,Not tested,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
4100,CHEMBL1303,EFO_0005687,True,False,Not tested,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
4101,CHEMBL1303,MONDO_0004975,True,False,Not tested,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
4103,CHEMBL1305,HP_0001742,True,Unknown,Not tested,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
4104,CHEMBL1305,MONDO_0005271,True,Unknown,Not tested,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
4105,CHEMBL1308,EFO_0001365,Unknown,Not tested,Not tested,Cc1cn[nH]c1
4106,CHEMBL131,EFO_0000183,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4107,CHEMBL131,EFO_0000211,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4109,CHEMBL131,EFO_0000222,Unknown,Not tested,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4110,CHEMBL131,EFO_0000255,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4119,CHEMBL131,EFO_0000699,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4120,CHEMBL131,EFO_0000717,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4122,CHEMBL131,EFO_0000756,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4123,CHEMBL131,EFO_0000759,False,Not tested,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4124,CHEMBL131,EFO_0000764,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4125,CHEMBL131,EFO_0001054,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4126,CHEMBL131,EFO_0001060,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4127,CHEMBL131,EFO_0001365,Unknown,Not tested,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4130,CHEMBL131,EFO_0003032,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4134,CHEMBL131,EFO_0003938,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4138,CHEMBL131,EFO_0005297,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4147,CHEMBL131,EFO_1000680,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4148,CHEMBL131,EFO_1000726,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4149,CHEMBL131,EFO_1000784,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4150,CHEMBL131,EFO_1001110,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4151,CHEMBL131,EFO_1001176,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4152,CHEMBL131,EFO_1001209,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4153,CHEMBL131,EFO_1001231,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4154,CHEMBL131,EFO_1001321,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4156,CHEMBL131,EFO_1002029,Unknown,Not tested,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4158,CHEMBL131,MONDO_0005090,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4160,CHEMBL131,MONDO_0005148,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4161,CHEMBL131,MONDO_0007254,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4164,CHEMBL131,MONDO_0009387,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4166,CHEMBL131,MONDO_0015540,Unknown,Not tested,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4167,CHEMBL131,MONDO_0016236,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4171,CHEMBL131,MONDO_0024880,True,False,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4172,CHEMBL131,MONDO_0044889,True,Unknown,Not tested,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
4175,CHEMBL1311,EFO_0000537,True,Unknown,Not tested,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
4176,CHEMBL1311,EFO_0000712,True,Unknown,Not tested,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
4179,CHEMBL1311,EFO_0003144,True,False,Not tested,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
4180,CHEMBL1311,EFO_0007401,True,False,Not tested,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
4181,CHEMBL1311,HP_0012390,Unknown,Not tested,Not tested,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
4182,CHEMBL1324,EFO_0000621,False,Not tested,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4183,CHEMBL1324,EFO_0002610,Unknown,Not tested,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4184,CHEMBL1324,EFO_0003096,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4185,CHEMBL1324,EFO_0003768,True,False,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4187,CHEMBL1324,EFO_0004242,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4188,CHEMBL1324,EFO_0004699,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4189,CHEMBL1324,MONDO_0002046,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4190,CHEMBL1324,MONDO_0005090,True,False,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4191,CHEMBL1324,MONDO_0007079,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4192,CHEMBL1324,MONDO_0043510,True,Unknown,Not tested,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
4193,CHEMBL1336,EFO_0000095,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4195,CHEMBL1336,EFO_0000196,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4196,CHEMBL1336,EFO_0000198,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4197,CHEMBL1336,EFO_0000200,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4198,CHEMBL1336,EFO_0000220,Unknown,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4200,CHEMBL1336,EFO_0000224,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4201,CHEMBL1336,EFO_0000228,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4202,CHEMBL1336,EFO_0000335,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4203,CHEMBL1336,EFO_0000339,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4205,CHEMBL1336,EFO_0000365,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4207,CHEMBL1336,EFO_0000403,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4208,CHEMBL1336,EFO_0000501,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4209,CHEMBL1336,EFO_0000519,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4210,CHEMBL1336,EFO_0000558,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4212,CHEMBL1336,EFO_0000588,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4213,CHEMBL1336,EFO_0000621,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4214,CHEMBL1336,EFO_0000637,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4215,CHEMBL1336,EFO_0000640,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4216,CHEMBL1336,EFO_0000641,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4217,CHEMBL1336,EFO_0000666,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4218,CHEMBL1336,EFO_0000673,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4220,CHEMBL1336,EFO_0000691,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4221,CHEMBL1336,EFO_0000702,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4222,CHEMBL1336,EFO_0000707,Unknown,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4224,CHEMBL1336,EFO_0001061,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4225,CHEMBL1336,EFO_0001361,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4226,CHEMBL1336,EFO_0001378,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4227,CHEMBL1336,EFO_0001421,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4228,CHEMBL1336,EFO_0002499,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4229,CHEMBL1336,EFO_0002500,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4230,CHEMBL1336,EFO_0002501,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4231,CHEMBL1336,EFO_0002612,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4234,CHEMBL1336,EFO_0002914,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4235,CHEMBL1336,EFO_0002918,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4236,CHEMBL1336,EFO_0002938,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4237,CHEMBL1336,EFO_0003032,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4239,CHEMBL1336,EFO_0003086,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4240,CHEMBL1336,EFO_0003833,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4241,CHEMBL1336,EFO_0003860,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4242,CHEMBL1336,EFO_0003891,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4243,CHEMBL1336,EFO_0003893,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4244,CHEMBL1336,EFO_0004142,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4245,CHEMBL1336,EFO_0004212,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4246,CHEMBL1336,EFO_0004252,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4247,CHEMBL1336,EFO_0004284,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4248,CHEMBL1336,EFO_0005088,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4249,CHEMBL1336,EFO_0005221,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4250,CHEMBL1336,EFO_0005540,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4251,CHEMBL1336,EFO_0006352,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4252,CHEMBL1336,EFO_0006861,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4253,CHEMBL1336,EFO_0007535,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4254,CHEMBL1336,EFO_0008524,False,Not tested,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4255,CHEMBL1336,EFO_1000044,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4256,CHEMBL1336,EFO_1000068,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4257,CHEMBL1336,EFO_1000158,True,False,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
4258,CHEMBL1336,EFO_1000359,True,Unknown,Not tested,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
